,full_query_x,manual_software_count_x,category_x,clickable_url,Unnamed: 0,system_metadata_id,organisation_country,organisation_url,repository_metadata_software_name,repository_metadata_metadata_record_count,repository_metadata_type,repository_metadata_url,manual_software_count_y,url_check,category_y,full_query_y,repository_metadata_full_text_record_count,repository_metadata_oai_url,system_metadata_uri,repository_metadata_software_name_other
59,,,,kwansei.repo.nii.ac.jp/,2811,3868,jp,http://www.kwansei.ac.jp/,weko,29556.0,institutional,https://kwansei.repo.nii.ac.jp/,,200,error,,12331.0,http://kwansei.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3868,
60,,,,naist.repo.nii.ac.jp/,602,1068,jp,http://www.naist.jp/,weko,9874.0,institutional,https://naist.repo.nii.ac.jp/,,200,error,,,https://naist.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/1068,
61,,,,naragakuen.repo.nii.ac.jp/,2726,3778,jp,http://www.naragakuen-u.jp/,weko,3349.0,institutional,https://naragakuen.repo.nii.ac.jp/,,200,error,,2261.0,http://naragakuen.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3778,
62,,,,nipr.repo.nii.ac.jp/,2330,3342,jp,http://www.nipr.ac.jp/,weko,15915.0,institutional,https://nipr.repo.nii.ac.jp/,,200,error,,14302.0,http://nipr.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3342,
63,,,,oacis.repo.nii.ac.jp/,1188,1901,jp,http://www.kaiyodai.ac.jp/,weko,1973.0,institutional,https://oacis.repo.nii.ac.jp/,,200,error,,1728.0,http://oacis.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/1901,
64,https://opera.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Connection not private msg,opera.repo.nii.ac.jp,1164,1866,jp,http://www.osakafu-u.ac.jp/,weko,10942.0,institutional,https://opera.repo.nii.ac.jp,,ConnectionError,error,,,http://opera.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/1866,
65,,,,oups.repo.nii.ac.jp/,4069,7411,jp,https://www.oups.ac.jp,weko,180.0,institutional,https://oups.repo.nii.ac.jp/,,ConnectionError,error,,165.0,http://oups.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7411,
66,,,,pu-toyama.repo.nii.ac.jp/,3860,6428,jp,https://www.pu-toyama.ac.jp/,weko,32.0,institutional,https://pu-toyama.repo.nii.ac.jp/,,200,error,,15.0,http://pu-toyama.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6428,
67,,,,rikkyo.repo.nii.ac.jp/,2226,3222,jp,http://www.rikkyo.ac.jp/,weko,13543.0,institutional,https://rikkyo.repo.nii.ac.jp/,,200,error,,,http://rikkyo.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3222,
68,https://seijoh-u.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Error,seijoh-u.repo.nii.ac.jp,3975,6738,jp,http://www.seijoh-u.ac.jp,weko,287.0,institutional,https://seijoh-u.repo.nii.ac.jp,,200,error,,240.0,http://seijoh-u.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6738,
69,,,,shikoku-u.repo.nii.ac.jp/,3954,6702,jp,https://www.shikoku-u.ac.jp,weko,540.0,institutional,https://shikoku-u.repo.nii.ac.jp/,,200,error,,418.0,http://shikoku-u.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6702,
70,https://shizuoka.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Error,shizuoka.repo.nii.ac.jp,796,1380,jp,http://www.shizuoka.ac.jp/,weko,9362.0,institutional,https://shizuoka.repo.nii.ac.jp,,200,error,,,http://shizuoka.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/1380,
71,,,,shujitsu.repo.nii.ac.jp/,1194,1909,jp,http://www.shujitsu.ac.jp/,weko,362.0,institutional,https://shujitsu.repo.nii.ac.jp/,,200,error,,,http://shujitsu.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/1909,
72,,,,sojo-u.repo.nii.ac.jp/,2203,3199,jp,http://www.lib.sojo-u.ac.jp/,weko,170.0,institutional,https://sojo-u.repo.nii.ac.jp/,,200,error,,,,https://v2.sherpa.ac.uk/id/repository/3199,
73,https://sozo-air.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,sozo-air.repo.nii.ac.jp,4006,6830,jp,http://www.sozo.ac.jp,weko,500.0,institutional,https://sozo-air.repo.nii.ac.jp,,200,error,,399.0,http://sozo-air.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6830,
74,,,,sugino-fc.repo.nii.ac.jp/,3929,6620,jp,https://www.sugino-fc.ac.jp,weko,1254.0,institutional,https://sugino-fc.repo.nii.ac.jp/,,200,error,,666.0,http://sugino-fc.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6620,
75,https://tenshi.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Error,tenshi.repo.nii.ac.jp,3938,6669,jp,https://www.tenshi.ac.jp,weko,338.0,institutional,https://tenshi.repo.nii.ac.jp,,200,error,,323.0,http://tenshi.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6669,
76,https://tiu-tijc.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Error,tiu-tijc.repo.nii.ac.jp,3853,6411,jp,http://www.tsukuba.ac.jp,weko,645.0,institutional,https://tiu-tijc.repo.nii.ac.jp,,200,error,,569.0,http://tiu-tijc.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6411,
77,,,,toutan.repo.nii.ac.jp/,3883,6456,jp,http://www.toutan.ac.jp,weko,100.0,institutional,https://toutan.repo.nii.ac.jp/,,200,error,,1.0,http://toutan.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6456,
78,,,,toyo.repo.nii.ac.jp/,3740,5735,jp,https://www.toyo.ac.jp,weko,10758.0,institutional,https://toyo.repo.nii.ac.jp/,,200,error,,3580.0,http://toyo.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/5735,
79,,,,tsuyama-nit.repo.nii.ac.jp/,1256,1980,jp,http://www.tsuyama-ct.ac.jp/,weko,902.0,institutional,https://tsuyama-nit.repo.nii.ac.jp/,,200,error,,0.0,http://tsuyama-nit.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/1980,
80,,,,tuat.repo.nii.ac.jp/,3871,6441,jp,https://www.tuat.ac.jp,weko,1848.0,institutional,https://tuat.repo.nii.ac.jp/,,200,error,,370.0,http://tuat.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6441,
81,,,,tuis.repo.nii.ac.jp/,2220,3216,jp,http://www.tuis.ac.jp/,weko,596.0,institutional,https://tuis.repo.nii.ac.jp/,,200,error,,496.0,http://tuis.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3216,
82,,,,tust.repo.nii.ac.jp/,2717,3769,jp,http://www.ntu.ac.jp/,weko,772.0,institutional,https://tust.repo.nii.ac.jp/,,200,error,,246.0,http://tust.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3769,
83,,,,uekusa.repo.nii.ac.jp/,3835,6346,jp,https://www.uekusa.ac.jp,weko,506.0,institutional,https://uekusa.repo.nii.ac.jp/,,200,error,,423.0,http://uekusa.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6346,
84,,,,amcor.asahikawa-med.ac.jp,517,952,jp,http://www.asahikawa-med.ac.jp/,xoonips,5978.0,institutional,http://amcor.asahikawa-med.ac.jp,,200,No software search,,,http://amcor.asahikawa-med.ac.jp/modules/xoonips/oai.php,https://v2.sherpa.ac.uk/id/repository/952,
85,,,,bud.beppu-u.ac.jp,1239,1959,jp,http://www.beppu-u.ac.jp/,xoonips,4432.0,institutional,http://bud.beppu-u.ac.jp,,200,No software search,,,http://bud.beppu-u.ac.jp/modules/xoonips/oai.php,https://v2.sherpa.ac.uk/id/repository/1959,
86,,,,digital-archives.sophia.ac.jp/repository/?lang=en,1225,1944,jp,http://www.sophia.ac.jp/,amlad,21156.0,institutional,http://digital-archives.sophia.ac.jp/repository/?lang=en,0.0,200,No software search,,,http://digital-archives.sophia.ac.jp/amlad-oai/repository/oaipmh,https://v2.sherpa.ac.uk/id/repository/1944,AMLAD
87,,,,harpir.cc.it-hiroshima.ac.jp/xoops/html/modules/xoonips/,595,1060,jp,http://harp.lib.hiroshima-u.ac.jp/haul/index.html,xoonips,29.0,institutional,http://harpir.cc.it-hiroshima.ac.jp/xoops/html/modules/xoonips/,,ConnectionError,No software search,,,,https://v2.sherpa.ac.uk/id/repository/1060,
88,,,,ir.tdc.ac.jp/?locale=en,593,1058,jp,http://www.tdc.ac.jp/,dspace,4305.0,institutional,http://ir.tdc.ac.jp/?locale=en,,ConnectionError,No software search,,6.0,http://ir.tdc.ac.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1058,
89,,,,iroha.scitech.lib.keio.ac.jp:8080/sigma/,579,1043,jp,http://www.keio.ac.jp/,,2961.0,institutional,http://iroha.scitech.lib.keio.ac.jp:8080/sigma/,,200,No software search,,0.0,http://iroha.scitech.lib.keio.ac.jp/oai/request,https://v2.sherpa.ac.uk/id/repository/1043,
90,,,,repo.beppu-u.ac.jp,1212,1930,jp,http://www.beppu-u.ac.jp/,xoonips,4983.0,institutional,http://repo.beppu-u.ac.jp,,200,No software search,,,http://repo.beppu-u.ac.jp/modules/xoonips/oai.php,https://v2.sherpa.ac.uk/id/repository/1930,
91,,,,repo.nara-u.ac.jp,1223,1942,jp,http://www.nara-u.ac.jp/,xoonips,3818.0,institutional,http://repo.nara-u.ac.jp,,200,No software search,,81.0,http://repo.nara-u.ac.jp/modules/xoonips/oai.php,https://v2.sherpa.ac.uk/id/repository/1942,
92,http://hsuh.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,No software search,hsuh.repo.nii.ac.jp,2388,3402,jp,http://www.hoku-iryo-u.ac.jp/,weko,3502.0,institutional,http://hsuh.repo.nii.ac.jp,,ConnectionError,No software search,,,http://hsuh.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3402,
93,https://ismrepo.ism.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,No software search,ismrepo.ism.ac.jp,4048,7151,jp,http://www.kurims.kyoto-u.ac.jp,weko,34137.0,institutional,https://ismrepo.ism.ac.jp,,200,No software search,,2793.0,http://ismrepo.ism.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7151,
94,,,,iwatemed.repo.nii.ac.jp/,1967,2904,jp,http://www.iwate-med.ac.jp/,weko,5493.0,institutional,https://iwatemed.repo.nii.ac.jp/,,200,No software search,,,http://iwatemed.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/2904,
95,,,,jpf.repo.nii.ac.jp/,3905,6516,jp,https://www.jpf.org.uk,weko,812.0,institutional,https://jpf.repo.nii.ac.jp/,,200,No software search,,491.0,http://jpf.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/6516,
96,https://mgu.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,0.0,No software search,mgu.repo.nii.ac.jp,3284,4432,jp,https://www.mgu.ac.jp/,weko,,institutional,https://mgu.repo.nii.ac.jp,,200,No software search,,,http://mgu.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/4432,
97,,,,muroran-it.repo.nii.ac.jp/,586,1051,jp,http://www.muroran-it.ac.jp/,weko,3540.0,institutional,https://muroran-it.repo.nii.ac.jp/,,200,No software search,,,http://muroran-it.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/1051,
98,,,,sitereports.nabunken.go.jp/en,585,1050,jp,http://www.nabunken.go.jp/,独自,45.0,institutional,http://sitereports.nabunken.go.jp/en,,200,not academic repo,,,http://sitereports.nabunken.go.jp/api/oai/request,https://v2.sherpa.ac.uk/id/repository/1050,独自
99,,,,www.pdbj.org/,2013,2962,jp,http://pdbj.org/,,131205.0,institutional,http://www.pdbj.org/,,200,not academic repo,,,,https://v2.sherpa.ac.uk/id/repository/2962,
100,,,,momat.repo.nii.ac.jp/,4810,9909,jp,https://www.momat.go.jp/english/,weko,,institutional,https://momat.repo.nii.ac.jp/,,200,not academic repo,,,http://momat.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9909,
101,,,,arch.luke.ac.jp,3930,6633,jp,http://university.luke.ac.jp/,dspace,,institutional,http://arch.luke.ac.jp,,ConnectionError,,,,http://arch.luke.ac.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/6633,
102,,,,archives.bukkyo-u.ac.jp/repository/baker/,4786,9880,jp,https://www.bukkyo-u.ac.jp/,infolib,,institutional,http://archives.bukkyo-u.ac.jp/repository/baker/,,200,,,,http://archives.bukkyo-u.ac.jp/il4/oai_repository/pmh/G0000019-repository,https://v2.sherpa.ac.uk/id/repository/9880,Infolib
103,http://cit.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,cit.repo.nii.ac.jp,4782,9876,jp,https://www.it-chiba.ac.jp/,weko,,institutional,http://cit.repo.nii.ac.jp,,200,,,,http://cit.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9876,
104,,,,eprints.lib.hokudai.ac.jp,3709,5483,jp,https://www.global.hokudai.ac.jp/,eprints,68294.0,institutional,http://eprints.lib.hokudai.ac.jp,,200,,,150.0,http://eprints.lib.hokudai.ac.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/5483,
105,,,,eprints.lib.okayama-u.ac.jp/,578,1042,jp,http://www.okayama-u.ac.jp/,eprints,14443.0,institutional,http://eprints.lib.okayama-u.ac.jp/,,200,,,,http://eprints.lib.okayama-u.ac.jp/cgi/oai2,https://v2.sherpa.ac.uk/id/repository/1042,
106,http://fukuyama-u.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,,Does not contain software,fukuyama-u.repo.nii.ac.jp,4334,8671,jp,http://www.fukuyama-u.ac.jp,weko,8905.0,institutional,http://fukuyama-u.repo.nii.ac.jp,,200,,,3530.0,http://fukuyama-u.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/8671,
107,,,,ginmu.naramed-u.ac.jp/,1061,1733,jp,http://www.naramed-u.ac.jp/,dspace,3399.0,institutional,http://ginmu.naramed-u.ac.jp/,,200,,,27.0,http://ginmu.naramed-u.ac.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1733,
108,,,,harp.lib.hiroshima-u.ac.jp/,594,1059,jp,http://harp.lib.hiroshima-u.ac.jp/haul/index.html,dspace,1909.0,institutional,http://harp.lib.hiroshima-u.ac.jp/,,200,,,750.0,http://harp.lib.hiroshima-u.ac.jp/hijiyama-u/oai/request,https://v2.sherpa.ac.uk/id/repository/1059,
109,,,,harp.lib.hiroshima-u.ac.jp/,2241,3238,jp,http://www.hue.ac.jp/,earmas,1650.0,institutional,http://harp.lib.hiroshima-u.ac.jp/,,200,,,1465.0,http://harp.lib.hiroshima-u.ac.jp/hue/oai/request,https://v2.sherpa.ac.uk/id/repository/3238,
110,,,,harp.lib.hiroshima-u.ac.jp/,2321,3332,jp,http://www.pu-hiroshima.ac.jp/soshiki/47/01-en.html,earmas,1380.0,institutional,http://harp.lib.hiroshima-u.ac.jp/,,200,,,337.0,http://harp.lib.hiroshima-u.ac.jp/pu-hiroshima/oai/request,https://v2.sherpa.ac.uk/id/repository/3332,
111,,,,hermes-ir.lib.hit-u.ac.jp/da/,4773,9865,jp,https://www.hit-u.ac.jp/eng/,dspace,,institutional,http://hermes-ir.lib.hit-u.ac.jp/da/,,200,,,,http://hermes-ir.lib.hit-u.ac.jp/da-oai/request,https://v2.sherpa.ac.uk/id/repository/9865,
112,,,,hermes-ir.lib.hit-u.ac.jp/rs/,576,1040,jp,http://www.hit-u.ac.jp/,dspace,25572.0,institutional,http://hermes-ir.lib.hit-u.ac.jp/rs/,,200,,,1.0,http://hermes-ir.lib.hit-u.ac.jp/rs-oai/request,https://v2.sherpa.ac.uk/id/repository/1040,
113,,,,hokuga.hgu.jp/,4772,9864,jp,https://www.hgu.jp/,dspace,,institutional,http://hokuga.hgu.jp/,,200,,,,http://hokuga.hgu.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/9864,
114,,,,hokuga.hgu.jp/,4815,9914,jp,http://www.hokkai.ac.jp/,dspace,,institutional,http://hokuga.hgu.jp/,,200,,,,http://hokuga.hgu.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/9914,
115,,,,ir-lib.wilmina.ac.jp/dspace/,1210,1927,jp,http://www.wilmina.ac.jp/ojc,dspace,2623.0,institutional,http://ir-lib.wilmina.ac.jp/dspace/,,200,,,,http://ir-lib.wilmina.ac.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1927,
116,,,,ir.jwcpe.ac.jp/,4766,9857,jp,https://www.jwcpe.ac.jp/,dspace,,institutional,http://ir.jwcpe.ac.jp/,,ConnectionError,,,,http://ir.jwcpe.ac.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/9857,
117,,,,ir.lib.miyazaki-u.ac.jp/dspace/,564,1023,jp,http://www.miyazaki-u.ac.jp/,e lib,4164.0,institutional,http://ir.lib.miyazaki-u.ac.jp/dspace/,,ConnectionError,,,0.0,http://opac2.lib.miyazaki-u.ac.jp/oai/oai-pmh.do,https://v2.sherpa.ac.uk/id/repository/1023,e-Lib
118,,,,ir.lib.shimane-u.ac.jp/en,577,1041,jp,http://www.shimane-u.ac.jp/,earmas,9022.0,institutional,http://ir.lib.shimane-u.ac.jp/en,,200,,,,http://ir.lib.shimane-u.ac.jp/api/oai/request,https://v2.sherpa.ac.uk/id/repository/1041,e-Repository
119,,,,ir.lib.u-ryukyu.ac.jp/ir/repo_top_en.htm,592,1057,jp,http://www.u-ryukyu.ac.jp/,nalis r,11481.0,institutional,http://ir.lib.u-ryukyu.ac.jp/ir/repo_top_en.htm,,ConnectionError,,,3.0,http://ir.lib.u-ryukyu.ac.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/1057,NALIS-R
120,,,,ir.soken.ac.jp/,1233,1953,jp,http://www.soken.ac.jp/,weko,5999.0,institutional,http://ir.soken.ac.jp/,,200,,,491.0,http://ir.soken.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/1953,
121,,,,jwu.repo.nii.ac.jp/oai,4269,8308,jp,http://www.jwu.ac.jp/eng.html,weko,3250.0,institutional,http://jwu.repo.nii.ac.jp/oai,,200,,,1889.0,http://jwu.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/8308,
122,,,,kintore.hosplib.info/dspace/index.jsp?locale=en,4758,9849,jp,https://www.hosplib.info/,dspace,,institutional,http://kintore.hosplib.info/dspace/index.jsp?locale=en,,200,,,,http://kintore.hosplib.info/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/9849,
123,,,,kochireha.repo.nii.ac.jp/,2281,3287,jp,http://www.kochi-reha.ac.jp/,weko,158.0,institutional,http://kochireha.repo.nii.ac.jp/,,200,,,,http://kochireha.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3287,WECO
124,http://kuis.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,0.0,Does not contain software,kuis.repo.nii.ac.jp,3378,4539,jp,http://www.kandagaigo.ac.jp/kuis/,weko,,institutional,http://kuis.repo.nii.ac.jp,,200,,,,http://kuis.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/4539,
125,,,,lib.kait.jp/?page_id=1044,1195,1910,jp,http://www.kait.jp/,iliswave j,947.0,institutional,http://lib.kait.jp/?page_id=1044,,ConnectionError,,,,http://202.250.70.181/oai/oai-pmh.do,https://v2.sherpa.ac.uk/id/repository/1910,iLiswave-J
126,,,,libir-bw.bss.ac.jp/jspui/,1414,2178,jp,http://www.bss.ac.jp/,dspace,2573.0,institutional,http://libir-bw.bss.ac.jp/jspui/,,ConnectionError,,,7.0,http://libir-bw.bss.ac.jp/oai/request,https://v2.sherpa.ac.uk/id/repository/2178,
127,,,,library.med.juntendo.ac.jp/il4/meta_pub/G0000002gakui,4763,9854,jp,https://en.juntendo.ac.jp/,infolib,,institutional,http://library.med.juntendo.ac.jp/il4/meta_pub/G0000002gakui,,200,,,,http://library.med.juntendo.ac.jp/il4/oai_repository/pmh/G0000002-repository,https://v2.sherpa.ac.uk/id/repository/9854,InfoLib
128,http://Meisandai.repo.nii.ac.jp/search?page=1&size=20&sort=-createdate&search_type=0&q=&title=&creator=&type=43&wid=&iid=&float_range1_from=&float_range1_to=&geo_point1_lat=&geo_point1_lon=&geo_point1_distance=,0.0,Does not contain software,Meisandai.repo.nii.ac.jp,2227,3223,jp,http://www.lib.nagoya-su.ac.jp/,weko,532.0,institutional,http://Meisandai.repo.nii.ac.jp,,200,,,197.0,http://meisandai.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3223,
129,,,,nebuta.repo.nii.ac.jp/,4472,9335,jp,https://www.nebuta.ac.jp,weko,338.0,institutional,http://nebuta.repo.nii.ac.jp/,,200,,,320.0,http://nebuta.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/9335,
130,,,,nifs-repository.repo.nii.ac.jp/,2719,3771,jp,http://www.nifs.ac.jp/,weko,10501.0,institutional,http://nifs-repository.repo.nii.ac.jp/,,200,,,9133.0,http://nifs-repository.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/3771,
131,,,,nvlu.repo.nii.ac.jp/,4111,7545,jp,https://www.nvlu.ac.jp,weko,248.0,institutional,http://nvlu.repo.nii.ac.jp/,,200,,,199.0,http://nvlu.repo.nii.ac.jp/oai,https://v2.sherpa.ac.uk/id/repository/7545,
132,,,,opac.daito.ac.jp/repo/repository/daito/?lang=0,4781,9875,jp,https://www.daito.ac.jp/english/,e repository,,institutional,http://opac.daito.ac.jp/repo/repository/daito/?lang=0,,200,,,,http://opac.daito.ac.jp/repo/mmd_api/oai-pmh/,https://v2.sherpa.ac.uk/id/repository/9875,E-Repository
133,,,,opac.lib.oita-u.ac.jp/?page_id=211,591,1056,jp,http://www.oita-u.ac.jp/,iliswave j,11003.0,institutional,http://opac.lib.oita-u.ac.jp/?page_id=211,,200,,,0.0,http://opac2.lib.oita-u.ac.jp/oai/oai-pmh.do,https://v2.sherpa.ac.uk/id/repository/1056,iLiswave-J
134,,,,ousar.lib.okayama-u.ac.jp,1163,1864,jp,http://www.okayama-u.ac.jp/,earmas,37862.0,institutional,http://ousar.lib.okayama-u.ac.jp,,200,,,,http://ousar.lib.okayama-u.ac.jp/oai/Request,https://v2.sherpa.ac.uk/id/repository/1864,
135,,,,petit.lib.yamaguchi-u.ac.jp/eng/,601,1067,jp,http://www.yamaguchi-u.ac.jp/,earmas,25448.0,institutional,http://petit.lib.yamaguchi-u.ac.jp/eng/,,200,,,959.0,http://petit.lib.yamaguchi-u.ac.jp/infolib/oai_repository/repository,https://v2.sherpa.ac.uk/id/repository/1067,
136,,,,r-cube.ritsumei.ac.jp/?locale=en,782,1359,jp,http://www.ritsumei.jp/,dspace,9996.0,institutional,http://r-cube.ritsumei.ac.jp/?locale=en,,200,,,2537.0,http://r-cube.ritsumei.ac.jp/repo/mmd_api/oai-pmh/,https://v2.sherpa.ac.uk/id/repository/1359,
137,,,,repo.komazawa-u.ac.jp/opac/repository/all/,4755,9845,jp,https://www.komazawa-u.ac.jp/,e cats,,institutional,http://repo.komazawa-u.ac.jp/opac/repository/all/,,200,,,,http://repo.komazawa-u.ac.jp/opac/mmd_api/oai-pmh/,https://v2.sherpa.ac.uk/id/repository/9845,E-CatsLibrary
138,,,,repo.kyoto-wu.ac.jp/dspace/index.jsp?locale=en,2201,3197,jp,http://www.kyoto-wu.ac.jp/,dspace,2133.0,institutional,http://repo.kyoto-wu.ac.jp/dspace/index.jsp?locale=en,,200,,,,http://repo.kyoto-wu.ac.jp/dspace-oai/request,https://v2.sherpa.ac.uk/id/repository/3197,
139,,,,repo.tsm.toyama.toyama.jp/,3372,4533,jp,http://www.tsm.toyama.toyama.jp/,weko,,institutional,http://repo.tsm.toyama.toyama.jp/,,200,,,,http://repo.tsm.toyama.toyama.jp/oai,https://v2.sherpa.ac.uk/id/repository/4533,
